sentiment,negative_reason,text
positive,,"b'Everyday we see some new scandal from the #PowerHungryLibcons, but we never see any bad news about @MaximeBernier or the #PeoplesPartyofCanada, why do you think that is?\n\n#elxn43 only takes common sense.'"
negative,Tell lies,b'Everyone hoarded at the doors just RUSHED to another door because someone said they could get inside.  Turns out that was false.\n\nMILTON \xe2\x9d\xa4 JUSTIN TRUDEAU\n#ChooseForward #elxn43'
negative,Scandal,"b'Everyone upset that @kinsellawarren may, or may not, have been involved with the CPC bashing of the PPC needs to chill. Kinsella also consulted with the Green Party for their war room b4 the #elxn43 call. He is a political consultant. What do people expect he does? Plant daisies?'"
positive,,b'Exactly\n#cdnpi #elxn43 https://t.co/n6voH4eJ1d'
positive,,b'Excited to greet Justin Trudeau to Calgary tonight! #elxn43 #cdnpoli https://t.co/ibrF5UuThI'
negative,Scandal,"b'EXCUSE ME? If you are paying those \xe2\x80\x9ccontacts\xe2\x80\x9d with OUR TAX money....YOU OWE US A YES or NO. \nANSWER THE \xf0\x9f\xa4\xac QUESTION....AND YES, NOW I\xe2\x80\x99M YELLING...\xf0\x9f\x98\xa1\n\nMorally bankrupt ppl #CPC \xf0\x9f\xa4\xad shame on all your sorry a&amp;&amp;es \n\nMore convinced than EVER #PPC2019AllTheWay \xf0\x9f\x99\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8d\n\n#elxn43 \n#cdnpoli https://t.co/5aBCbQjStk'"
positive,,"b'Fact checking the Liberals and Conservatives is getting to be very difficult, so we are trying something different \n#SurreyBC #WhiteRockBC #elxn43 #cdnpoli #NDP https://t.co/bPHqQETEh9'"
positive,,b'Fantastic!  #cdnpoli #elxn43 https://t.co/OuA7ZpX6fj'
positive,,"b'FEDERAL ELECTION: Under the provisions of the NBA collective agreement, BCNU members are entitled to 4 consecutive hours free from work on Oct. 21 to cast their vote in the federal election. Learn more: https://t.co/M3Hvfh2pyb \n#NursesVotesCount #BCNursesUnion #cdnpoli #elxn43 https://t.co/GQ5m5jQXok'"
positive,,b'Fellow Ismailis across Canada have been out in full force educating members of our community about the importance of voting. Here is a picture from Ottawa jamatkhana from yesterday evening. Keep up the great work! @TheIsmaili #elxn43 #GOTV #senca #cdnpoli #canadavotes2019 https://t.co/ijfk4oSIS0'
positive,,b'Final weekend to change direction in Ottawa and elect a government that will help get Alberta back on track!  Contact your local @cpc_hq candidate to volunteer for the final push! I was so happy to help out @sam_lilly1 by making calls at his campaign office!\n#elxn43 #ableg https://t.co/Zn4tvvEh3E'
negative,Others,b'Finally... With three days left to this election and someone dropped off green party flyers. #elxn43'
positive,,b'Find out how each political party stands on issues of poverty and health. Report cards via Health Providers Against Poverty \n#elxn43 #cdnpoli https://t.co/3AobyLJRJq'
positive,,b'Find out where each political party stands on #poverty &amp; #health Report cards via @HPAP_Ontario \n#elxn43 #cdnpoli\nhttps://t.co/kjMfxy1dXm'
negative,Scandal,b'Follow to yesterday\xe2\x80\x99s scoop by @curryb and @tom_cardoso: Scheer won\xe2\x80\x99t say if Conservatives hired Kinsella firm to \xe2\x80\x98seek and destroy\xe2\x80\x99 Bernier\xe2\x80\x99s People\xe2\x80\x99s Party https://t.co/Xqoh6aDmeQ (via @globeandmail) #cdnpoli #elxn43'
positive,,b'Food for thought in #elxn43 https://t.co/mVrvI4SrMv'
negative,Others,"b'For a #CPC voter to have to look in the mirror today, after having voted #Sheer in the advanced polls, must be a sickening, stomach turning experience. Such a sad way to live. \n#PowerHungryLibCons #elxn43 #canpoli #PPCmajority https://t.co/Y7ZKYyENQX'"
positive,,"b'For Canadians...\n\n@TulsiGabbard is basically America\xe2\x80\x99s @Puglaas.\n\nA strong, principled woman who\xe2\x80\x99s not going to pushed around by the political machine.\n\nThe world needs more women (and men) like this.\n\n#elxn43 #DemDebate #RussianAsset'"
positive,,"b'For the love of god, can we just stop slinging nasty things to each party!? We are better than this. Canada is better than this. #cdnpoli #cdnelxn2019 #elxn43 #justvote #bekind'"
negative,Tell lies,"b'For those who are undecided, it is worth re-watching what @JustinTrudeau said he would do in 2015: https://t.co/jxwB8nPi0d A Prime Minister who has moved sharply in the opposite direction of his commitments does not deserve to be re-elected. #cdnpoli #elxn43'"
positive,,b'Ford focus: Is the Liberals\xe2\x80\x99 election strategy working in Ontario? https://t.co/ypMAcX2ZZP by @mattgurney #elxn43 #cdnpoli https://t.co/vzejrdgoTS'
positive,,"b'Former PM Chr\xc3\xa9tien takes a shot at @realDonaldTrump saying he doesn\xe2\x80\x99t want to see a Trump mentality come to Canada \xe2\x80\x98Liberals don\xe2\x80\x99t appeal to the fear of people, but the generosity of people\xe2\x80\x99 #elxn43 #cdnpoli #ottawa #ottnews @ctvottawa https://t.co/UP2YiXasFB'"
positive,,b'Former PM Jean Chr\xc3\xa9tien brings his political star power to an Ottawa riding where the @NDP support is intensifying: https://t.co/IR0u0ChhXM #cdnpoli #elxn43'
positive,,"b'Former PM Jean Chr\xc3\xa9tien is stumping with Catherine McKenna today in Ottawa-Centre where McKenna is tying to hold on to her seat. Chr\xc3\xa9tien says he\xe2\x80\x99s been to QC, BC, N.S. and in ON this election and he says the Liberals are going to win on Monday #cdnpoli #elxn43 https://t.co/V2w6VaGd2r'"
positive,,"b'Former Prime Minister Jean Chr\xc3\xa9tien says come Monday, Canada will see a Liberal government win. He is here to endorse high-ranking cabinet minister @cathmckenna in tight riding of Ottawa-Centre #elxn43 #cdnpoli #ottawa #ottnews https://t.co/2ToHSFLxoF'"
negative,Others,b'Found the worst political post of this election #elxn43 https://t.co/uLYppvTcZX'
positive,,"b'Free access to The Globe starts today and runs until the election is over. For all our election coverage, visit: https://t.co/ft5Ck7ZHFn. #PowerToTheInformed #elxn43\xc2\xa0 #cdnpoli https://t.co/bIhbnzztcK'"
positive,,"b'Free online access to The Globe starts today and runs until the election is over. For all our election coverage, visit: https://t.co/2c3ScSqztT. #PowerToTheInformed #elxn43 #cdnpoli https://t.co/ABxkM5DSms'"
positive,,"b'Free online access to The Globe starts today and runs until the election is over. For all our election coverage, visit: https://t.co/BNacmjv2zv. #PowerToTheInformed #elxn43 #cdnpoli https://t.co/0Gw8Vahzli'"
positive,,"b'Free online access to The Globe starts today and runs until the election is over. For all our election coverage, visit: https://t.co/CvZ7Xun2vM. #PowerToTheInformed #elxn43 #cdnpoli https://t.co/sNqXiSD3bN'"
positive,,"b'Free online access to The Globe starts today and runs until the election is over. For all our election coverage, visit: https://t.co/Dl4msDINEH. #PowerToTheInformed #elxn43 #cdnpoli https://t.co/fGUqFB9tva'"
positive,,"b'Free online access to The Globe starts today and runs until the election is over. For all our election coverage, visit: https://t.co/MGelRT9f2a. #PowerToTheInformed #elxn43 #cdnpoli https://t.co/liqynmkbAP'"
positive,,"b'Free online access to The Globe starts today and runs until the election is over. For all our election coverage, visit: https://t.co/TezqSCwGx0. #PowerToTheInformed #elxn43 #cdnpoli https://t.co/0rjUhr9Pzw'"
positive,,"b'Free online access to The Globe starts today and runs until the election is over. For all our election coverage, visit: https://t.co/V9n86hsq0k. #PowerToTheInformed #elxn43 #cdnpoli https://t.co/h6Bu9GJjL6'"
positive,,b'Friends don\xe2\x80\x99t let friends vote Comic Sans. Be a friend. \n#Elxn43 #UpRiSingh #SinghSurge #CdnPoli #NDP2019 #NDP https://t.co/z0CqMRTIEv'
positive,,b'Full house for our last E-Day training session. Lots of people excited and ready to #GOTV for @MarcoMendicino! #eglaw #lpc #elxn43 @GoKnockDoors https://t.co/3zW7YuPpdN'
negative,Scandal,"b'Full inquiry needed in the @CPC_HQ #Kinsella connection. Lots of American style dirty operations by the  @AndrewScheer RepubliCons.\n\nThe whole #SNCLavalin affair was a rabid, visious personal attack on #Trudeau who was back stabbed by  #JWR\n\n#cdnpoli\n#elxn43 https://t.co/407DwARhQd'"
negative,Tell lies,b'Funny...CPC have been lying since Scheer took over as leader (before that too) a read of their social media feeds confirms that. BUT why did it take the final days of an elxn for media to START calling it out? How many minds were misinformed in the gap between then &amp; now? #elxn43 https://t.co/tr3phR418k'
positive,,"b'Gee I sure hope @PremierScottMoe funds @RalphGoodale\'s Wascana Pool ""vanity project"" cuz this one\'s gonnne #elxn43 #yqr #skpoli https://t.co/jXN5P44Apo'"
positive,,"b'Gerry has substantial experience developing supports to foster the growth of industries and jobs, and will advocate federal policies that support the economy in #SimcoeNorth #elxn43 #elxn2019 #cdnpoli https://t.co/caBnwhdu6y'"
positive,,b'Gerry will work hard as our MP to encourage greater federal leadership and collaboration with provincial and municipal levels of government to foster the development of housing options that meet the needs of lower income Canadians. #SimcoeNorth #elxn43 https://t.co/iWkwhauOBz'
positive,,b'Get out and vote Liberals. This isn\xe2\x80\x99t gonna happen on Twitter!!!! #ChooseForward #elxn43 https://t.co/6fMTAGSgUO'
positive,,b'Get up to speed on a critical election issue with this explainer by @JaminMike1 and @bychrischeung. #elxn43\n#cdnpoli\n\nhttps://t.co/BmCwJepPap'
positive,,"b'Go for the Gold with @vankayak, #Milton!\n#cdnpoli #elxn43 #ChooseForward #NeverScheer https://t.co/xLX72EQZfW'"
negative,Others,b'Go vote to prevent the piss jar please #elxn43'
positive,,"b'Go, go, go!\nWe\xe2\x80\x99re trying to knock on as many doors across #Dartmouth #ColeHarbour as possible! #elxn43 #ChooseForward \nSo many conversations! #GoKnockDoors https://t.co/p1g2OLO2rX'"
positive,,b'God gave us this man for a time such as this. \n#MaximeBernier #PPC #WhyIVotedForPeoplesParty #elxn43 #elxn2019\n#canpoli #MadMax https://t.co/i6BKVJ4D6M'
positive,,b'Going out on this beautiful fall day \xf0\x9f\x8d\x82 to volunteer for @minsooklee!\xf0\x9f\x8d\x81 #NDP #elxn43 #cdnpoli'
negative,Scandal,"b'Good plan @AndrewScheer, obfuscate everything, nobody suspects a thing. I was there in the room with you when you gave @kinsellawarren those rules, under no circumstances can you and the @CPC_HQ be connected to the dirty work. Brilliant!  #WasThatMyInnerVoice? #elxn43 #cdnpoli https://t.co/13MLyIyOYO'"
negative,Others,"b'Good point Rob!\nNote to all Private Military Contractors (re. PMC or Mercenaries).   #YankeeDoodleAndy wants you to relabel yourself as ""security consultant""! \xf0\x9f\x98\x8b #Satire #CluckCluck \n#ScheerDisaster \n#cdnpoli #elxn43 https://t.co/tpRTeaZaf5 https://t.co/JXjx1oOQja'"
negative,Climate Problem,"b'Good question! What do #CPC19 voters do? Stay with their smear-mongering party? Or cast their lot with what may be the truer conservative party, Max &amp; the #PPC? #Scheer has blown his chance for PM. Time now to shake-up the conservative environment? #cdnpoli #elxn43 #cpc #PPC2019 https://t.co/8lmKcBSecu'"
positive,,"b'Gotta love the ""fuck Andrew Scheer"" chants at @puptheband\'s show in London last night #cdnpoli #elxn43'"
positive,,b'Gotta love whistle stops.  I hope campaigns never give them up!  #cdnpoli #elxn43 #ChooseForward'
negative,Privilege,"b'Granted. So is leaving our democracy as one where millions of votes end up meaning nothing. Where miilions of #Canadians are not represented. \n\nYou want #Canada to support its own policies, give us #ProportionalRepresentation.\n\n#cdnpoli #elxn43 https://t.co/rDcgJplmjZ'"
positive,,b'Great #elxn43 thread https://t.co/eziuY3tlEN'
positive,,b'Great canvass with my friend @HonAhmedHussen in a seniors building in York South-Weston. Vote Liberal! #GetOutTheVote #GOTV #cdnpoli #onpoli #elxn43 @GoKnockDoors https://t.co/ysUBtbnHgX'
positive,,b'Great day canvassing for @minsooklee in #tordan E-2! #UpRiSingh #cdnpoli #elxn43 https://t.co/b7vjS3sha6'
positive,,b'Great morning campaigning for hard working #LPC MP @iamIqraKhalid in Mississauga Erin Mills. A ton of signs &amp; support for my friend. Bring it home Iqra!! Your hard work over 4 years is paying off. The ground game matters!Fun times catching up with @jillpromoli @QasirDar #elxn43 https://t.co/rGPv7wzzbF'
positive,,b'Great to knock on doors with a steller team and good to meet @MitzieHunter #elxn43 https://t.co/PuMvVBvih3'
positive,,"b'Great words of wisdom from former Prime Minister Chretien, \xe2\x80\x9chow do you know you\xe2\x80\x99re a good liberal? When those on the right call you a left winger and those on the left call you a right winger!\xe2\x80\x9d  #cdnpoli #CDNvote2019 #elxn43 https://t.co/dLSWWaDdYA'"
negative,Scandal,"b'Great. Just great. When will politicians learn this isn\xe2\x80\x99t the good old days?\nAll your secrets will come out. It\xe2\x80\x99s the age of the computer, the hacker, the internet researchers. \nI\xe2\x80\x99d suggest staying squeaky clean if you want to join politics these days. \n#cdnpoli #elxn43 https://t.co/Na0vr3dDLI'"
positive,,b'Green Party Platform in under 5 minutes #CdnPoli #Elxn43 https://t.co/2CqaDOl9xl'
negative,Tell lies,"b'Greens and NDP supporters, there is no chance here for your candidates. @lraitt is an awful human being. She mocked her opponent and called him ""kayak boy"". She\'s also a cheat and a liar. She had to give back $30k of campaign funds that were fishy. Vote for @vankayak #elxn43 https://t.co/k6REssWnZ3'"
negative,Scandal,"b'Had @TheSpec ran 1 pro-#NDP article above the fold since writ-drop, or even sent a single reporter to either NDP press event, I\xe2\x80\x99d put a little more stock into their Editor-in-chief\xe2\x80\x98s griping about ppl on SM.\n\nYour soap-box has far more reach than any #HamOnt twitter user.\n#elxn43 https://t.co/ZbtGlPJJgO'"
positive,,b'Had a great canvass in #Guelph with MP @LloydLongfield! Let\xe2\x80\x99s #VoteLiberal and ensure that Lloyd is re-elected. #GetOutTheVote #GOTV #elxn43 #onpoli #cdnpoli https://t.co/Y5rul5adej'
positive,,b'Had a great time knocking on doors with @votetimlouis. Amazing reception at the doors. On Monday #elxn43 #ChooseForward and elect @votetimlouis for Kitchener Conestoga https://t.co/09Z67b8eQv'
positive,,b'Hahahahahaha this is the best!!!  #UpRiSingh  #cdnpoli #elxn43 https://t.co/rDALztCM3U'
negative,Women Reproductive right and Racism,b'Handing out college scholarships for lap dances. #Feminist #elxn43 https://t.co/ZLJ7DeFZQS'
negative,Others,"b'Hard to comment on the absurdity of this. \n\n@AndrewScheer  is the leader of the Conservative Party, and he is a threat to virtually everything that the others parties  stand for.\n\nNow this is where it ends.\n\n#DaisyGroup #Elxn43 #TLMEP #PCC #cdnpoli #polcan #ElectionsCanada'"
positive,,b'Has @ElectionsCan_E @ElectionsCan_F released the advance turnout by riding? It seems the media got it\n\nWhere is the link please? #elxn43'
positive,,"b'Has @SvenTrueNorth responded to this yet?\n\nHey, #Mississauga-#Lakeshore - You deserve so much better than Liberal corruption.\n\nVote #CPC. Vote for @StellaAmbler!\n\n#elxn43\n#cdnpoli\nhttps://t.co/SnzvHQOVwR https://t.co/uHQn66He8e'"
negative,Scandal,b'Has anyone asked @Puglaas about her relationship with crazy Warren Kinsella yet?\n\n#teamjody #vangran #elxn43 #cdnpoli #ScheerGrift'
positive,,"b'Have to be honest, in more ""liberal"" circles I hear lots of nasty stuff about @NickKouvalis, but my respect for his passion and dedication, let alone the fact that he\'s obviously a superb operative, has changed my perspective of him during #elxn43. He\'s damn smart!'"
positive,,b'Have you received your voters kit in the mail yet? Make sure to send it back ASAP so that @ElectionsCan_E gets it before October 21 \xe2\x80\x93 make your vote count because #MuslimVoteCAN make a difference. \n\n#TCMV #GOTV #GetOutTheVote #elxn43 #cdnpoli #canpoli #itsourvote #muslimvote https://t.co/6ADVuSKg6q'
negative,Others,"b'Having tea watching Max Bernier call Conservatives ""morally and intellectually corrupt"". # votes by which he lost CPC leadership? #elxn43 is out-of-control bonkers.'"
negative,Others,"b'He has to lose in the House of Commons before he ""loses"".\n\nSee:\nDiefenbaker, John; Pearson, Lester B; Trudeau, P.E; Clark, J; Martin Paul E; Harper, Stephen J.\n\nThe Westminster Parliamentary system is full of examples. Just look at BC\'s current Legislature.\n#cdnpoli #elxn43 https://t.co/YbVEqerQsU'"
